Postcode,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region
EH1 1NB,55.949663,-3.185614,326058,673593,NT260735,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/12/1992,,,,84,55,,,"Old Town, Princes Street and Leith Street - 06",Large urban area,
EH1 1ND,55.950297,-3.191655,325682,673670,NT256736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/08/2009,,,,0,0,,,"Old Town, Princes Street and Leith Street - 04",Large urban area,
EH1 1NE,55.949255,-3.185986,326034,673548,NT260735,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,98,1,,,"Old Town, Princes Street and Leith Street - 06",Large urban area,
EH1 1NL,55.949659,-3.185086,326091,673592,NT260735,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/11/1983,,,,13,6,,,"Old Town, Princes Street and Leith Street - 06",Large urban area,
EH1 1NP,55.948405,-3.185656,326053,673453,NT260734,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,,,,,"Old Town, Princes Street and Leith Street - 06",Large urban area,
EH1 1NQ,55.948907,-3.186696,325989,673510,NT259735,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,19,11,,,"Old Town, Princes Street and Leith Street - 06",Large urban area,
EH1 1NS,55.94846,-3.18641,326006,673460,NT260734,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/05/1992,,,,2,2,,,"Old Town, Princes Street and Leith Street - 06",Large urban area,
EH1 1NU,55.949659,-3.185086,326091,673592,NT260735,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/03/1982,,,,8,7,,,"Old Town, Princes Street and Leith Street - 06",Large urban area,
EH1 1NY,55.950379,-3.189672,325806,673677,NT258736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/11/1991,,,,0,0,,,"Old Town, Princes Street and Leith Street - 04",Large urban area,
EH1 1PB,55.950475,-3.189018,325847,673687,NT258736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,22,12,,,"Old Town, Princes Street and Leith Street - 04",Large urban area,
EH1 1PD,55.950304,-3.188068,325906,673667,NT259736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,0,0,,,"Old Town, Princes Street and Leith Street - 04",Large urban area,
EH1 1PE,55.950178,-3.189025,325846,673654,NT258736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,21,12,,,"Old Town, Princes Street and Leith Street - 04",Large urban area,
EH1 1PG,55.95049,-3.191213,325710,673691,NT257736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/03/2003,,,,0,0,,,"Old Town, Princes Street and Leith Street - 04",Large urban area,
EH1 1PL,55.950386,-3.190729,325740,673679,NT257736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,0,0,,,"Old Town, Princes Street and Leith Street - 04",Large urban area,
EH1 1PN,55.949945,-3.19086,325731,673630,NT257736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,,,,,"Old Town, Princes Street and Leith Street - 02",Large urban area,
EH1 1PQ,55.949965,-3.191581,325686,673633,NT256736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/09/2009,,,,1,1,,,"Old Town, Princes Street and Leith Street - 02",Large urban area,
EH1 1PS,55.950013,-3.19123,325708,673638,NT257736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,9,6,,,"Old Town, Princes Street and Leith Street - 02",Large urban area,
EH1 1PT,55.949845,-3.191849,325669,673620,NT256736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,5,4,,,"Old Town, Princes Street and Leith Street - 02",Large urban area,
EH1 1PW,55.949866,-3.191562,325687,673622,NT256736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,4,3,,,"Old Town, Princes Street and Leith Street - 02",Large urban area,
EH1 1PX,55.950386,-3.188951,325851,673677,NT258736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/04/1982,,,,0,0,,,"Old Town, Princes Street and Leith Street - 04",Large urban area,
EH1 1PZ,55.950271,-3.18874,325864,673664,NT258736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,11,8,,,"Old Town, Princes Street and Leith Street - 04",Large urban area,
EH1 1QA,55.950254,-3.188627,325871,673662,NT258736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,16,13,,,"Old Town, Princes Street and Leith Street - 04",Large urban area,
EH1 1QB,55.951159,-3.190769,325739,673765,NT257737,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,,,,,"Old Town, Princes Street and Leith Street - 04",Large urban area,
EH1 1QG,55.95093,-3.188424,325885,673737,NT258737,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,7,2,,,"Old Town, Princes Street and Leith Street - 04",Large urban area,
EH1 1QL,55.95093,-3.188424,325885,673737,NT258737,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,0,0,,,"Old Town, Princes Street and Leith Street - 04",Large urban area,
EH1 1QN,55.950484,-3.188058,325907,673687,NT259736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,62,45,,,"Old Town, Princes Street and Leith Street - 04",Large urban area,
EH1 1QQ,55.949804,-3.188709,325865,673612,NT258736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/11/1991,,,,14,8,,,"Old Town, Princes Street and Leith Street - 05",Large urban area,
EH1 1QR,55.949103,-3.187759,325923,673533,NT259735,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,99,58,,,"Old Town, Princes Street and Leith Street - 05",Large urban area,
EH1 1QS,55.949804,-3.188709,325865,673612,NT258736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,26,15,,,"Old Town, Princes Street and Leith Street - 05",Large urban area,
EH1 1QT,55.949725,-3.188451,325881,673603,NT258736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,9,4,,,"Old Town, Princes Street and Leith Street - 06",Large urban area,
EH1 1QU,55.949756,-3.18898,325848,673607,NT258736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,9,5,,,"Old Town, Princes Street and Leith Street - 05",Large urban area,
EH1 1QW,55.949621,-3.188095,325903,673591,NT259735,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,27,13,,,"Old Town, Princes Street and Leith Street - 06",Large urban area,
EH1 1QX,55.949734,-3.189412,325821,673605,NT258736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,9,4,,,"Old Town, Princes Street and Leith Street - 05",Large urban area,
EH1 1QY,55.949286,-3.188373,325885,673554,NT258735,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/04/1989,,,,9,7,,,"Old Town, Princes Street and Leith Street - 05",Large urban area,
EH1 1RB,55.94957,-3.189711,325802,673587,NT258735,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/06/2002,,,,0,0,,,"Old Town, Princes Street and Leith Street - 05",Large urban area,
EH1 1RD,55.949448,-3.189291,325828,673573,NT258735,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/07/1991,,,,9,6,,,"Old Town, Princes Street and Leith Street - 05",Large urban area,
EH1 1RE,55.949585,-3.190897,325728,673590,NT257735,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,0,0,,,"Old Town, Princes Street and Leith Street - 05",Large urban area,
EH1 1RF,55.949298,-3.189911,325789,673557,NT257735,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,18,14,,,"Old Town, Princes Street and Leith Street - 05",Large urban area,
EH1 1RN,55.949313,-3.192057,325655,673561,NT256735,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/02/2007,,,,0,0,,,"Old Town, Princes Street and Leith Street - 01",Large urban area,
EH1 1RP,55.948715,-3.188852,325854,673491,NT258734,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/09/2006,,,,53,34,,,"Old Town, Princes Street and Leith Street - 05",Large urban area,
EH1 1RQ,55.948944,-3.190284,325765,673518,NT257735,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,,,,,"Old Town, Princes Street and Leith Street - 05",Large urban area,
EH1 1RR,55.949116,-3.188336,325887,673535,NT258735,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,68,41,,,"Old Town, Princes Street and Leith Street - 05",Large urban area,
EH1 1RT,55.949381,-3.188792,325859,673565,NT258735,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,23,15,,,"Old Town, Princes Street and Leith Street - 05",Large urban area,
EH1 1RU,55.949913,-3.187688,325929,673623,NT259736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/05/2014,,,,,,,,"Old Town, Princes Street and Leith Street - 06",Large urban area,
EH1 1RW,55.949043,-3.189375,325822,673528,NT258735,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,64,33,,,"Old Town, Princes Street and Leith Street - 05",Large urban area,
EH1 1RZ,55.943316,-3.23267,323107,672938,NT231729,,City of Edinburgh,Corstorphine/Murrayfield, S12000036,S13002588,Scotland,S99999999,Edinburgh West,01/01/2004,,,,,,,,Deans Village - 07,Large urban area,
EH1 1SB,55.950805,-3.187379,325950,673722,NT259737,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/12/1982,,,,0,0,,,"Old Town, Princes Street and Leith Street - 04",Large urban area,
EH1 1SD,55.950805,-3.187379,325950,673722,NT259737,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,,,,,"Old Town, Princes Street and Leith Street - 04",Large urban area,
EH1 1SG,55.950563,-3.186394,326011,673694,NT260736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,11,0,,,"Old Town, Princes Street and Leith Street - 04",Large urban area,
EH1 1SJ,55.950683,-3.187007,325973,673708,NT259737,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,13,8,,,"Old Town, Princes Street and Leith Street - 04",Large urban area,
EH1 1SP,55.950656,-3.186077,326031,673704,NT260737,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,14,10,,,"Old Town, Princes Street and Leith Street - 04",Large urban area,
EH1 1SR,55.950794,-3.1848,326111,673718,NT261737,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,27,15,,,"Old Town, Princes Street and Leith Street - 04",Large urban area,
EH1 1SS,55.950676,-3.185837,326046,673706,NT260737,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,0,0,,,"Old Town, Princes Street and Leith Street - 04",Large urban area,
EH1 1SU,55.950383,-3.183603,326185,673671,NT261736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,42,24,,,"Old Town, Princes Street and Leith Street - 06",Large urban area,
EH1 1SW,55.950563,-3.186394,326011,673694,NT260736,,City of Edinburgh,City Centre, S12000036,S13002593,Scotland,S99999999,Edinburgh East,01/01/1980,,,,15,11,,,"Old Town, Princes Street and Leith Street - 04",Large urban area,
