Postcode,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region
BT34 4FJ,54.082762,-5.947358,141920,472412,SB419724,,,, ,,Northern Ireland,,,,,,,,,,,,,
BT34 4FL,54.104254,-5.910746,144446,474669,SB444746,,,, ,,Northern Ireland,,,,,,,,,,,,,
BT34 4FN,54.082762,-5.947358,141920,472412,SB419724,,,, ,,Northern Ireland,,,,,,,,,,,,,
BT34 4FP,54.082762,-5.947358,141920,472412,SB419724,,,, ,,Northern Ireland,,,,,,,,,,,,,
BT34 4FQ,54.065456,-6.011531,137615,470724,SB376707,,,, ,,Northern Ireland,,,,,,,,,,,,,
BT34 4FS,54.065456,-6.011531,137615,470724,SB376707,,,, ,,Northern Ireland,,,,,,,,,,,,,
BT34 4FT,54.082762,-5.947358,141920,472412,SB419724,,,, ,,Northern Ireland,,,,,,,,,,,,,
BT34 4FW,54.104254,-5.910746,144446,474669,SB444746,,,, ,,Northern Ireland,,,,,,,,,,,,,
BT34 4FY,54.104254,-5.910746,144446,474669,SB444746,,,, ,,Northern Ireland,,,,,,,,,,,,,
BT34 4FZ,54.082762,-5.947358,141920,472412,SB419724,,,, ,,Northern Ireland,,,,,,,,,,,,,
BT34 4GA,54.108131,-5.897079,145362,475050,SB453750,,,, ,,Northern Ireland,,,,,,,,,,,,,
BT34 4GB,54.062816,-6.004616,138051,470405,SB380704,,,, ,,Northern Ireland,,,,,,,,,,,,,
BT34 4GE,54.062816,-6.004616,138051,470405,SB380704,,,, ,,Northern Ireland,,,,,,,,,,,,,
BT34 4GT,54.072113,-5.985026,139391,471367,SB393713,,,, ,,Northern Ireland,,,,,,,,,,,,,
BT34 4GU,54.082762,-5.947358,141920,472412,SB419724,,,, ,,Northern Ireland,,,,,,,,,,,,,
BT34 4GW,54.082762,-5.947358,141920,472412,SB419724,,,, ,,Northern Ireland,,,,,,,,,,,,,
