Postcode,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region
G53 5TH,55.833605,-4.360697,252246,662562,NS522625,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,77,32,,,Pollok North and East - 07,Large urban area,
G53 5TJ,55.833948,-4.360127,252283,662599,NS522625,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/09/2006,,,,80,29,,,Pollok North and East - 07,Large urban area,
G53 5TL,55.833129,-4.354568,252628,662496,NS526624,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/09/2006,,,,106,49,,,Pollok North and East - 05,Large urban area,
G53 5TN,55.83396,-4.360927,252233,662602,NS522626,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/12/2002,,,,35,11,,,Pollok North and East - 07,Large urban area,
G53 5TP,55.831246,-4.353895,252663,662285,NS526622,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/10/2002,,,,18,14,,,Pollok North and East - 07,Large urban area,
G53 5TQ,55.833353,-4.360235,252274,662533,NS522625,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,34,14,,,Pollok North and East - 07,Large urban area,
G53 5TS,55.836434,-4.341049,253487,662835,NS534628,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/08/1973,,,,50,23,,,Pollok North and East - 01,Large urban area,
G53 5UA,55.837216,-4.343412,253342,662927,NS533629,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,91,32,,,Pollok North and East - 01,Large urban area,
G53 5UB,55.836396,-4.341653,253449,662832,NS534628,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,40,20,,,Pollok North and East - 01,Large urban area,
G53 5UD,55.835865,-4.342596,253388,662775,NS533627,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,25,10,,,Pollok North and East - 03,Large urban area,
G53 5UE,55.837038,-4.343784,253318,662908,NS533629,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,57,22,,,Pollok North and East - 01,Large urban area,
G53 5UF,55.836422,-4.345935,253181,662844,NS531628,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,74,24,,,Pollok North and East - 02,Large urban area,
G53 5UG,55.835426,-4.348654,253007,662739,NS530627,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,9,4,,,Pollok North and East - 02,Large urban area,
G53 5UH,55.838625,-4.351994,252810,663102,NS528631,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,52,23,,,Pollok North and East - 02,Large urban area,
G53 5UJ,55.839141,-4.351338,252853,663158,NS528631,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,18,10,,,Pollok North and East - 02,Large urban area,
G53 5UL,55.839929,-4.350555,252905,663244,NS529632,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,5,2,,,Pollok North and East - 02,Large urban area,
G53 5UN,55.838936,-4.352667,252769,663138,NS527631,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,38,22,,,Pollok North and East - 04,Large urban area,
G53 5UP,55.836477,-4.354803,252626,662869,NS526628,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,10,4,,,Pollok North and East - 02,Large urban area,
G53 5UQ,55.836276,-4.35075,252879,662838,NS528628,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,99,39,,,Pollok North and East - 02,Large urban area,
G53 5UR,55.836979,-4.353459,252712,662922,NS527629,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,0,0,,,Pollok North and East - 02,Large urban area,
G53 5US,55.83862,-4.355555,252587,663109,NS525631,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/06/2000,,,,35,12,,,Pollok North and East - 04,Large urban area,
G53 5UT,55.835804,-4.352861,252745,662790,NS527627,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,75,27,,,Pollok North and East - 02,Large urban area,
G53 5UU,55.835752,-4.351373,252838,662781,NS528627,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,118,40,,,Pollok North and East - 02,Large urban area,
G53 5UW,55.837152,-4.3543,252660,662943,NS526629,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,0,0,,,Pollok North and East - 02,Large urban area,
G53 5UX,55.835991,-4.3511,252856,662807,NS528628,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,114,37,,,Pollok North and East - 02,Large urban area,
G53 5XA,55.837654,-4.342576,253396,662974,NS533629,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,43,18,,,Pollok North and East - 01,Large urban area,
G53 5XB,55.838319,-4.343526,253339,663050,NS533630,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,29,13,,,Pollok North and East - 02,Large urban area,
G53 5XD,55.839674,-4.347904,253070,663210,NS530632,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,104,40,,,Pollok North and East - 02,Large urban area,
G53 5XP,55.839109,-4.348317,253042,663148,NS530631,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,43,20,,,Pollok North and East - 02,Large urban area,
G53 5XR,55.838557,-4.346128,253177,663082,NS531630,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,40,16,,,Pollok North and East - 02,Large urban area,
G53 5XS,55.838202,-4.34494,253250,663040,NS532630,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,24,9,,,Pollok North and East - 02,Large urban area,
G53 5XT,55.839206,-4.346997,253125,663156,NS531631,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,85,27,,,Pollok North and East - 02,Large urban area,
G53 5XU,55.839745,-4.349362,252979,663221,NS529632,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,53,19,,,Pollok North and East - 02,Large urban area,
G53 5XW,55.839463,-4.350016,252937,663191,NS529631,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,35,18,,,Pollok North and East - 02,Large urban area,
G53 5XX,55.838095,-4.34396,253311,663026,NS533630,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,31,16,,,Pollok North and East - 02,Large urban area,
G53 5XY,55.837449,-4.342979,253370,662952,NS533629,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,32,21,,,Pollok North and East - 01,Large urban area,
G53 5YE,55.838755,-4.357384,252473,663128,NS524631,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,74,35,,,Pollok North and East - 04,Large urban area,
G53 5YF,55.837824,-4.3572,252481,663024,NS524630,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,18,3,,,Pollok North and East - 04,Large urban area,
G53 5YH,55.838128,-4.355429,252593,663054,NS525630,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/06/2000,,,,44,16,,,Pollok North and East - 04,Large urban area,
G53 5YJ,55.837991,-4.355086,252614,663038,NS526630,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/06/2000,,,,85,38,,,Pollok North and East - 04,Large urban area,
G53 5YL,55.839106,-4.355009,252623,663162,NS526631,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,39,22,,,Pollok North and East - 04,Large urban area,
G53 5YN,55.839432,-4.354901,252631,663198,NS526631,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,59,28,,,Pollok North and East - 04,Large urban area,
G53 5YP,55.838754,-4.353678,252705,663120,NS527631,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,42,23,,,Pollok North and East - 04,Large urban area,
G53 5YR,55.837392,-4.354443,252652,662970,NS526629,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,10,4,,,Pollok North and East - 02,Large urban area,
G53 5YS,55.837469,-4.356028,252553,662982,NS525629,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,52,18,,,Pollok North and East - 04,Large urban area,
G53 5YT,55.838704,-4.356806,252509,663121,NS525631,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,69,30,,,Pollok North and East - 04,Large urban area,
G53 5YU,55.839739,-4.355782,252577,663234,NS525632,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/06/1996,,,,10,6,,,Pollok North and East - 04,Large urban area,
G53 5YW,55.839387,-4.352583,252776,663188,NS527631,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/01/1980,,,,21,11,,,Pollok North and East - 04,Large urban area,
G53 5YX,55.83992,-4.352407,252789,663247,NS527632,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/06/1996,,,,36,16,,,Pollok North and East - 04,Large urban area,
G53 5YY,55.839824,-4.354126,252681,663240,NS526632,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/06/1996,,,,31,10,,,Pollok North and East - 04,Large urban area,
G53 5YZ,55.839893,-4.355217,252613,663250,NS526632,,Glasgow City,Craigton, S12000046,S13002644,Scotland,S99999999,Glasgow South West,01/06/1996,,,,38,15,,,Pollok North and East - 04,Large urban area,
G53 6AA,55.824107,-4.346503,253099,661475,NS530614,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,18,10,,,Crookston South - 04,Large urban area,
G53 6AB,55.823964,-4.346925,253072,661460,NS530614,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,11,7,,,Crookston South - 04,Large urban area,
G53 6AE,55.8242,-4.347259,253052,661487,NS530614,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,,,,,Crookston South - 04,Large urban area,
G53 6AF,55.822897,-4.342055,253373,661331,NS533613,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/09/2008,,,,0,0,,,Nitshill - 01,Large urban area,
G53 6AG,55.822897,-4.342055,253373,661331,NS533613,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/07/2007,,,,0,0,,,Nitshill - 01,Large urban area,
G53 6AJ,55.823828,-4.348849,252951,661449,NS529614,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,42,20,,,Crookston South - 04,Large urban area,
G53 6AL,55.823574,-4.349919,252883,661423,NS528614,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,17,7,,,Crookston South - 04,Large urban area,
G53 6AN,55.822957,-4.351191,252801,661357,NS528613,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,38,20,,,Crookston South - 04,Large urban area,
G53 6AP,55.820017,-4.350758,252817,661029,NS528610,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,17,8,,,Crookston South - 04,Large urban area,
G53 6AR,55.8215,-4.353594,252645,661200,NS526612,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,67,28,,,Crookston South - 04,Large urban area,
G53 6AS,55.82055,-4.352946,252682,661093,NS526610,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,74,24,,,Crookston South - 04,Large urban area,
G53 6AT,55.820515,-4.35106,252800,661085,NS528610,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,10,4,,,Crookston South - 04,Large urban area,
G53 6AU,55.821275,-4.350292,252851,661168,NS528611,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,17,8,,,Crookston South - 04,Large urban area,
G53 6AW,55.821303,-4.352129,252736,661175,NS527611,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,128,45,,,Crookston South - 04,Large urban area,
G53 6AX,55.820884,-4.350076,252863,661124,NS528611,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,36,17,,,Crookston South - 04,Large urban area,
G53 6AY,55.821714,-4.35035,252849,661217,NS528612,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,17,9,,,Crookston South - 04,Large urban area,
G53 6AZ,55.822025,-4.351486,252779,661254,NS527612,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,8,7,,,Crookston South - 04,Large urban area,
G53 6BA,55.822835,-4.348151,252991,661337,NS529613,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,73,32,,,Crookston South - 04,Large urban area,
G53 6BB,55.823142,-4.348536,252968,661372,NS529613,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,8,3,,,Crookston South - 04,Large urban area,
G53 6BD,55.823555,-4.348098,252997,661417,NS529614,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,10,4,,,Crookston South - 04,Large urban area,
G53 6BE,55.823474,-4.349067,252936,661410,NS529614,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,27,12,,,Crookston South - 04,Large urban area,
G53 6BF,55.823161,-4.348953,252942,661375,NS529613,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/06/2000,,,,6,4,,,Crookston South - 04,Large urban area,
G53 6BG,55.822769,-4.350669,252833,661335,NS528613,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,40,16,,,Crookston South - 04,Large urban area,
G53 6BH,55.820392,-4.35415,252606,661078,NS526610,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,68,32,,,Crookston South - 01,Large urban area,
G53 6BJ,55.819987,-4.353742,252630,661032,NS526610,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,44,20,,,Crookston South - 01,Large urban area,
G53 6BL,55.820849,-4.357993,252367,661137,NS523611,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,107,36,,,Crookston South - 01,Large urban area,
G53 6BN,55.819049,-4.353909,252616,660928,NS526609,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/12/2000,,,,6,4,,,Crookston South - 01,Large urban area,
G53 6BP,55.818877,-4.353052,252669,660907,NS526609,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/12/2000,,,,5,4,,,Crookston South - 01,Large urban area,
G53 6BQ,55.821334,-4.350982,252808,661176,NS528611,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,81,32,,,Crookston South - 04,Large urban area,
G53 6BS,55.820565,-4.3578,252378,661105,NS523611,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,97,34,,,Crookston South - 01,Large urban area,
G53 6BT,55.820205,-4.355016,252551,661059,NS525610,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,18,8,,,Crookston South - 01,Large urban area,
G53 6BU,55.819633,-4.353928,252617,660993,NS526609,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,60,22,,,Crookston South - 01,Large urban area,
G53 6BX,55.818988,-4.351926,252740,660917,NS527609,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,44,18,,,Crookston South - 02,Large urban area,
G53 6BY,55.818757,-4.35271,252690,660893,NS526608,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,41,21,,,Crookston South - 02,Large urban area,
G53 6DD,55.818102,-4.352191,252720,660819,NS527608,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,5,1,,,Crookston South - 02,Large urban area,
G53 6DE,55.818721,-4.351335,252776,660886,NS527608,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,67,22,,,Crookston South - 02,Large urban area,
G53 6DF,55.82056,-4.349626,252890,661087,NS528610,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,37,13,,,Crookston South - 04,Large urban area,
G53 6DG,55.821075,-4.349497,252900,661144,NS529611,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/01/1980,,,,17,7,,,Nitshill - 01,Large urban area,
G53 6DH,55.821439,-4.348785,252946,661183,NS529611,,Glasgow City,Greater Pollok, S12000046,S13002643,Scotland,S99999999,Glasgow South West,01/12/2000,,,,10,5,,,Nitshill - 01,Large urban area,
